self,51,"05英语, 07英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 14英一, 14英二, 16英一, 16英二, 17英一, 18英一, 18英二, 19英二, 20英一, 20英二, 21英二, 22英一, 22英二, 23英一, 23英二"
countries,51,"05英语, 06英语, 09英语, 10英一, 11英二, 12英一, 12英二, 13英二, 14英一, 14英二, 16英一, 17英一, 18英二, 20英一, 20英二, 21英一, 22英一"
paragraphs,51,"06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 22英一, 22英二, 23英一, 23英二"
show,50,"05英语, 06英语, 08英语, 09英语, 10英二, 12英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 17英二, 18英二, 19英一, 20英一, 21英一, 21英二, 22英一, 22英二, 23英二"
know,50,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英二, 20英一, 20英二, 21英二, 22英一, 22英二, 23英二"
old,50,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 13英一, 14英一, 14英二, 15英一, 15英二, 16英二, 17英一, 17英二, 18英一, 19英一, 22英一, 22英二, 23英一, 23英二"
society,50,"06英语, 07英语, 09英语, 11英一, 11英二, 12英二, 13英二, 14英一, 15英一, 17英一, 17英二, 18英一, 19英一, 21英一, 22英一, 23英二"
family,50,"07英语, 08英语, 09英语, 10英二, 12英一, 12英二, 13英二, 14英一, 14英二, 15英二, 16英一, 16英二, 17英一, 17英二, 18英二, 21英二, 22英二, 23英二"
kids,50,"07英语, 09英语, 11英一, 12英二, 13英二, 15英二, 16英二, 17英二, 18英二, 19英二, 20英二, 21英一"
nature,49,"05英语, 06英语, 07英语, 08英语, 10英二, 11英一, 12英一, 12英二, 13英一, 13英二, 14英一, 15英一, 16英一, 17英二, 19英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
century,49,"05英语, 06英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英二, 14英一, 14英二, 15英一, 16英一, 16英二, 17英一, 18英一, 19英二, 20英一, 21英一, 22英一, 23英一, 23英二"
term,49,"07英语, 10英一, 11英一, 12英二, 13英一, 13英二, 14英二, 16英二, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 21英一, 22英一, 22英二, 23英一, 23英二"
fact,48,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 11英二, 13英二, 14英一, 14英二, 15英一, 15英二, 16英二, 17英二, 18英一, 19英一, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一"
seems,48,"05英语, 06英语, 07英语, 09英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英二, 15英二, 16英一, 16英二, 17英二, 18英一, 19英一, 20英二, 21英二, 22英二, 23英一, 23英二"
large,48,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 11英二, 12英一, 13英二, 14英一, 14英二, 19英一, 19英二, 20英一, 20英二, 22英一, 22英二, 23英一"
learn,48,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 14英一, 15英二, 16英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英二, 21英二, 22英一, 22英二"
energy,48,"05英语, 10英一, 10英二, 11英二, 12英一, 13英一, 14英二, 15英二, 18英二, 19英一, 19英二, 21英一, 22英一, 23英一, 23英二"
needs,48,"05英语, 06英语, 07英语, 09英语, 13英二, 14英一, 14英二, 16英一, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
want,48,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英二, 18英二, 19英二, 21英一, 21英二, 22英二, 23英一"
role,48,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 11英一, 11英二, 13英一, 13英二, 14英一, 15英一, 16英一, 16英二, 17英一, 17英二, 18英一, 19英二, 20英一, 21英一, 22英一, 22英二, 23英一, 23英二"
support,48,"06英语, 07英语, 08英语, 10英一, 10英二, 11英一, 12英一, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 18英一, 19英一, 19英二, 20英一, 21英二, 22英一, 23英一, 23英二"
company,48,"06英语, 07英语, 09英语, 10英二, 11英一, 11英二, 12英一, 12英二, 14英一, 15英二, 16英一, 17英一, 19英一, 20英二, 21英一, 21英二, 22英二, 23英一, 23英二"
hard,48,"07英语, 10英一, 10英二, 11英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英二, 18英一, 19英二, 20英一, 20英二, 22英一, 22英二, 23英一, 23英二"
effect,48,"07英语, 09英语, 10英一, 10英二, 11英二, 12英一, 13英一, 13英二, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英二, 20英一, 21英一, 22英一, 22英二, 23英一, 23英二"
lives,47,"06英语, 08英语, 09英语, 10英二, 11英一, 12英一, 12英二, 13英一, 14英一, 15英一, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 20英二, 22英一, 22英二"
true,47,"06英语, 08英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 20英一, 20英二, 21英二, 23英一"
suggests,46,"05英语, 06英语, 08英语, 09英语, 10英一, 10英二, 11英一, 12英一, 12英二, 13英一, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 23英二"
whether,46,"05英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 12英一, 12英二, 13英一, 13英二, 15英一, 15英二, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一"
point,46,"05英语, 06英语, 07英语, 08英语, 10英一, 11英一, 12英一, 12英二, 13英一, 13英二, 14英二, 15英一, 15英二, 16英一, 16英二, 18英一, 18英二, 19英一, 20英一, 21英一, 21英二, 22英一, 23英一, 23英二"
thinking,46,"05英语, 06英语, 07英语, 08英语, 09英语, 10英二, 11英一, 12英一, 12英二, 13英一, 14英一, 14英二, 15英二, 16英二, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 21英二, 22英一, 22英二, 23英二"
view,46,"05英语, 06英语, 07英语, 08英语, 09英语, 12英一, 13英一, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 19英一, 19英二, 20英一, 21英一, 21英二, 23英一, 23英二"
doing,46,"05英语, 06英语, 07英语, 08英语, 09英语, 10英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 17英二, 19英二, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一"
increase,46,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 12英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一, 23英二"
class,46,"06英语, 07英语, 10英一, 11英二, 12英二, 13英二, 14英一, 15英一, 15英二, 16英二, 17英二, 18英一, 18英二, 19英一, 21英一, 22英一, 22英二"
generation,46,"06英语, 07英语, 08英语, 12英二, 15英一, 15英二, 16英一, 16英二, 17英二, 18英二, 19英二, 20英一, 20英二, 22英一"
process,45,"05英语, 07英语, 08英语, 09英语, 11英一, 12英一, 13英一, 14英一, 14英二, 15英一, 16英二, 17英一, 19英一, 19英二, 21英一, 21英二, 22英二, 23英一, 23英二"
reason,45,"05英语, 06英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 13英一, 13英二, 14英一, 14英二, 16英二, 17英一, 17英二, 18英一, 19英一, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一, 23英二"
small,45,"05英语, 06英语, 07英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 13英一, 13英二, 14英一, 14英二, 15英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英二, 21英二, 22英一, 22英二, 23英一, 23英二"
idea,45,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 13英一, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英一, 19英一, 19英二, 20英二, 21英一, 21英二, 22英一, 23英一, 23英二"
translation,45,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英二, 19英一, 19英二, 20英一, 20英二, 21英二, 22英二, 23英二"
major,45,"06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 12英一, 13英一, 14英一, 15英一, 16英二, 17英一, 17英二, 18英一, 18英二, 20英一, 20英二, 21英一, 22英一, 22英二, 23英一, 23英二"
digital,45,"11英二, 13英一, 14英一, 14英二, 15英一, 16英一, 17英二, 18英一, 18英二, 19英一, 20英一, 21英一, 22英二, 23英一"
ii,44,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
case,44,"05英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 14英一, 14英二, 15英一, 16英一, 17英一, 18英一, 20英一, 21英一, 21英二, 22英一, 23英一"
going,44,"05英语, 06英语, 07英语, 09英语, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 21英一, 21英二, 22英一, 23英一, 23英二"
always,44,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英二, 16英一, 17英一, 17英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英二"
changes,44,"05英语, 06英语, 07英语, 09英语, 10英一, 11英一, 12英一, 14英一, 15英一, 16英一, 16英二, 17英一, 17英二, 19英一, 19英二, 21英一, 22英二, 23英一, 23英二"
development,44,"05英语, 08英语, 09英语, 10英一, 10英二, 11英二, 12英一, 12英二, 13英一, 14英一, 14英二, 15英一, 16英一, 16英二, 17英一, 17英二, 18英一, 19英一, 19英二, 20英一, 20英二, 21英一, 22英一, 22英二, 23英一, 23英二"
costs,44,"05英语, 06英语, 09英语, 11英二, 12英一, 13英一, 14英一, 14英二, 16英一, 17英一, 18英一, 19英一, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一, 23英二"
consumers,44,"05英语, 06英语, 10英一, 10英二, 11英一, 12英二, 13英一, 13英二, 14英二, 16英一, 18英二, 19英一, 19英二, 20英一, 21英一, 22英二, 23英二"
place,44,"06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英二, 15英一, 15英二, 16英一, 16英二, 17英二, 18英一, 19英一, 20英一, 22英一, 22英二, 23英一, 23英二"
environment,44,"06英语, 08英语, 09英语, 11英一, 11英二, 13英一, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 17英二, 19英二, 21英一, 22英二, 23英二"
problems,44,"06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英二, 12英一, 12英二, 13英一, 14英一, 15英二, 16英一, 16英二, 17英一, 17英二, 19英一, 21英一, 22英二, 23英二"
stress,44,"07英语, 08英语, 11英一, 11英二, 15英二, 16英一, 16英二, 17英一, 17英二, 20英二, 22英一, 23英一"
age,44,"07英语, 08英语, 10英一, 10英二, 11英二, 12英二, 13英一, 14英一, 15英一, 16英一, 16英二, 17英一, 17英二, 18英一, 19英一, 19英二, 20英一, 20英二, 21英一, 22英一, 22英二, 23英二"
tax,44,"11英二, 13英一, 14英二, 17英二, 18英一, 19英一, 19英二, 20英一, 23英二"
far,43,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英二, 12英一, 12英二, 14英一, 14英二, 15英一, 15英二, 16英二, 17英一, 18英一, 19英一, 19英二, 20英二, 22英一, 23英一"
sense,43,"05英语, 06英语, 07英语, 08英语, 11英二, 13英一, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 18英一, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 23英二"
seem,43,"05英语, 06英语, 07英语, 10英一, 11英一, 11英二, 12英二, 13英一, 14英一, 14英二, 15英一, 16英一, 16英二, 17英二, 18英一, 19英一, 20英一, 20英二, 21英一, 21英二, 22英一, 23英一, 23英二"
put,43,"05英语, 07英语, 08英语, 09英语, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英二, 16英一, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
partb,43,"05英语, 06英语, 08英语, 09英语, 10英一, 11英一, 12英一, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二"
technology,43,"05英语, 06英语, 08英语, 09英语, 12英一, 13英一, 13英二, 14英一, 14英二, 15英一, 16英二, 17英二, 18英一, 18英二, 20英一, 21英一, 21英二, 22英一, 22英二, 23英二"
pressure,43,"05英语, 08英语, 09英语, 10英一, 10英二, 11英一, 12英一, 13英二, 14英一, 16英一, 16英二, 17英一, 17英二, 18英一, 20英一, 21英二, 22英一, 22英二, 23英一, 23英二"
meaning,43,"05英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 12英一, 12英二, 13英一, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 23英一"
half,43,"06英语, 08英语, 09英语, 11英一, 12英一, 12英二, 13英一, 14英二, 16英一, 17英一, 17英二, 18英一, 18英二, 19英二, 20英一, 22英一, 22英二, 23英一, 23英二"
child,43,"06英语, 07英语, 08英语, 09英语, 11英一, 11英二, 16英一, 16英二, 17英二, 18英一, 19英二, 20英一, 20英二, 23英二"
given,42,"05英语, 06英语, 07英语, 08英语, 10英二, 11英一, 11英二, 12英一, 12英二, 13英二, 14英一, 15英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英二, 21英一, 21英二, 22英一, 23英一"
share,42,"05英语, 06英语, 07英语, 08英语, 09英语, 10英二, 11英一, 11英二, 12英一, 13英一, 14英一, 14英二, 15英二, 16英一, 16英二, 18英一, 18英二, 19英二, 20英一, 21英二, 23英一, 23英二"
americans,42,"05英语, 06英语, 08英语, 10英二, 11英二, 12英二, 13英一, 13英二, 14英二, 15英一, 16英二, 17英一, 17英二, 18英一, 19英二, 22英二, 23英一"
housing,42,"06英语, 09英语, 11英二, 13英二, 14英二, 16英一, 16英二, 19英二, 23英一"
impact,42,"07英语, 10英一, 10英二, 11英一, 11英二, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 22英一, 22英二, 23英一, 23英二"
international,42,"07英语, 08英语, 10英一, 10英二, 12英一, 13英一, 14英一, 15英一, 16英一, 17英一, 17英二, 18英一, 19英一, 20英一, 20英二, 21英二, 22英一, 22英二, 23英一"
men,42,"08英语, 09英语, 10英一, 10英二, 12英二, 13英二, 15英二, 16英一, 18英一, 20英一, 21英一, 23英一"
probably,41,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英二, 14英一, 14英二, 15英二, 16英二, 17英一, 17英二, 18英一, 19英一, 20英一, 21英二, 22英二, 23英二"
early,41,"05英语, 06英语, 07英语, 08英语, 09英语, 10英二, 11英一, 11英二, 12英二, 14英一, 15英一, 16英二, 17英一, 18英二, 19英二, 21英一, 21英二, 22英一, 23英一"
believe,41,"05英语, 06英语, 07英语, 08英语, 09英语, 11英一, 11英二, 12英二, 13英一, 14英一, 14英二, 15英二, 16英一, 16英二, 17英一, 18英二, 20英一, 20英二, 21英二, 22英一, 22英二, 23英一"
european,41,"05英语, 07英语, 09英语, 10英一, 11英二, 13英一, 13英二, 15英一, 17英一, 18英二, 20英一, 21英一"
service,41,"06英语, 07英语, 08英语, 10英一, 10英二, 12英二, 13英一, 15英一, 16英一, 16英二, 17英二, 18英一, 18英二, 21英一, 23英一, 23英二"
risk,41,"06英语, 07英语, 08英语, 10英一, 10英二, 11英一, 12英二, 13英二, 14英一, 14英二, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英二, 21英一, 22英一, 22英二, 23英二"
learned,41,"06英语, 09英语, 10英一, 10英二, 11英二, 12英一, 12英二, 13英一, 14英二, 15英一, 15英二, 16英一, 16英二, 18英二, 19英一, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
person,41,"07英语, 09英语, 10英一, 11英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 18英一, 18英二, 20英一, 20英二, 21英二, 22英二"
ai,41,"18英一, 19英一, 21英一, 23英一"
policy,40,"05英语, 06英语, 08英语, 11英二, 12英一, 12英二, 13英一, 14英一, 14英二, 15英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 21英二, 22英二, 23英一, 23英二"
bad,40,"05英语, 06英语, 07英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英二, 14英二, 15英二, 16英一, 17英二, 19英一, 19英二, 23英二"
within,40,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 15英一, 16英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英一, 21英一, 21英二, 22英二, 23英一, 23英二"
doesn,40,"05英语, 09英语, 10英一, 10英二, 11英一, 12英一, 13英一, 13英二, 14英二, 15英一, 15英二, 16英一, 16英二, 17英二, 18英二, 19英一, 19英二, 20英二, 21英一, 21英二, 22英二, 23英二"
focus,40,"06英语, 08英语, 10英二, 12英一, 12英二, 14英一, 14英二, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英二, 20英一, 21英一, 21英二, 23英一, 23英二"
happiness,40,"06英语, 11英一, 14英二, 15英二, 16英二, 17英一, 19英二"
rules,40,"06英语, 09英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 15英一, 15英二, 16英一, 17英一, 18英二, 19英二, 20英一, 21英一, 21英二, 23英二"
products,40,"10英一, 10英二, 11英一, 11英二, 12英二, 13英一, 13英二, 16英一, 17英二, 18英二, 21英二, 22英二, 23英二"
fashion,40,"10英二, 13英一, 16英一, 17英二, 23英一"
uk,40,"11英二, 17英一, 17英二, 20英一, 20英二, 21英一, 21英二, 22英一, 23英一, 23英二"
animals,39,"05英语, 06英语, 08英语, 09英语, 11英二, 12英一, 13英一, 13英二, 20英二, 22英一"
group,39,"05英语, 08英语, 09英语, 10英一, 10英二, 11英一, 12英一, 12英二, 15英一, 17英一, 17英二, 18英一, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英二, 23英一, 23英二"
ago,39,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 13英一, 13英二, 14英一, 15英一, 15英二, 16英一, 16英二, 17英二, 18英二, 19英一, 22英一, 23英一"
report,39,"05英语, 08英语, 10英一, 10英二, 11英二, 12英二, 13英一, 14英一, 15英二, 17英二, 18英一, 19英二, 20英一, 21英二, 23英一, 23英二"
toward,39,"05英语, 06英语, 08英语, 09英语, 10英二, 11英二, 12英二, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英二"
next,39,"05英语, 08英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 14英二, 15英二, 16英一, 16英二, 17英一, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 22英二, 23英一, 23英二"
paper,39,"05英语, 06英语, 07英语, 08英语, 11英二, 12英一, 13英二, 15英二, 16英一, 16英二, 19英一, 23英一"
sign,39,"05英语, 06英语, 07英语, 08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 17英一, 18英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
skills,39,"06英语, 07英语, 10英一, 11英一, 12英一, 12英二, 13英二, 14英一, 15英二, 16英二, 17英二, 18英一, 20英二, 21英二, 22英一, 22英二"
days,39,"06英语, 08英语, 10英一, 10英二, 12英一, 12英二, 13英二, 14英一, 14英二, 15英一, 16英一, 16英二, 17英二, 18英一, 19英二, 20英二, 21英一, 22英一, 22英二"
online,39,"06英语, 08英语, 10英一, 11英一, 11英二, 12英一, 12英二, 13英一, 14英一, 15英二, 16英一, 16英二, 18英一, 18英二, 19英一, 20英一, 21英一, 21英二"
individual,39,"06英语, 07英语, 08英语, 09英语, 10英一, 11英一, 12英一, 12英二, 13英一, 14英一, 14英二, 15英一, 16英一, 17英一, 18英一, 19英一, 19英二, 20英二, 21英一, 21英二, 22英一, 23英一, 23英二"
results,39,"07英语, 08英语, 09英语, 10英二, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 16英一, 16英二, 17英一, 18英二, 19英一, 19英二, 20英二, 21英一, 22英一, 22英二, 23英二"
intelligence,39,"07英语, 08英语, 09英语, 10英一, 10英二, 14英一, 18英一, 19英一, 20英二, 21英一, 22英一, 23英一"
legal,39,"07英语, 10英一, 12英一, 13英一, 13英二, 14英一, 16英一, 18英二, 20英一, 20英二, 21英一, 22英二, 23英一, 23英二"
comments,39,"08英语, 09英语, 10英一, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 13英二, 14英一, 14英二, 15英一, 15英二, 16英一, 16英二, 17英一, 17英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英一, 21英二, 22英一, 22英二, 23英一, 23英二"
create,38,"05英语, 08英语, 09英语, 10英二, 11英一, 11英二, 12英一, 12英二, 13英一, 15英一, 15英二, 16英一, 16英二, 18英二, 19英二, 21英一, 21英二, 22英一, 23英一"
tend,38,"05英语, 06英语, 07英语, 08英语, 10英一, 10英二, 11英二, 12英二, 13英二, 14英二, 15英二, 16英二, 18英一, 18英二, 19英一, 19英二, 20英一, 20英二, 21英二, 22英一, 22英二, 23英一, 23英二"
